Iter,Time,Reward
2,0.142463,24.745607
2,0.142727,25.818919
2,0.143057,23.650134
2,0.143338,22.788962
2,0.143605,22.143971
2,0.143872,21.690468
2,0.144136,19.565229
2,0.144399,19.565229
3,0.144639,0.000000
3,0.145066,-0.611279
3,0.145352,-0.338256
3,0.145626,-0.324359
3,0.145894,-0.336426
3,0.146161,-0.293722
3,0.146425,-0.624788
3,0.146689,-0.878446
3,0.146951,-0.948581
3,0.147214,-0.790644
3,0.147476,-0.989298
3,0.147738,-1.537996
3,0.148003,-0.818938
3,0.148269,-1.465652
3,0.148533,-2.130390
3,0.148799,-3.344486
3,0.149097,-3.116357
3,0.149366,-3.451991
3,0.149646,-2.552796
3,0.149914,-2.886422
3,0.150182,-2.883142
3,0.150464,-3.050631
3,0.150732,-3.150927
3,0.150996,-2.689251
3,0.151261,-3.138185
3,0.151527,-3.025827
3,0.151791,-2.402855
3,0.152303,-1.629082
3,0.152720,-1.956033
3,0.153172,-2.517486
3,0.153638,-2.459965
3,0.154065,-2.479088
3,0.154520,-2.324721
3,0.154929,-2.431304
3,0.155338,-3.230469
3,0.155769,-3.292372
3,0.156175,-3.454044
3,0.156598,-3.367485
3,0.157026,-3.470441
3,0.157441,-3.268944
3,0.157858,-3.511890
3,0.158262,-2.666502
3,0.158678,-2.698112
3,0.159082,-2.726414
3,0.159501,-2.368260
3,0.159903,-2.401853
3,0.160309,-2.613469
3,0.160753,-2.853940
3,0.161181,-2.910252
3,0.161605,-2.893064
3,0.162048,-2.915693
3,0.162390,-2.967663
3,0.162800,-2.757486
3,0.163298,-2.476886
3,0.163607,-2.078793
3,0.163890,-2.169840
3,0.164168,-2.187513
3,0.164440,-1.904837
3,0.164849,-1.823849
3,0.165179,-0.581364
3,0.165453,-0.267155
3,0.165724,-0.338482
3,0.165992,0.579138
3,0.166260,0.515465
3,0.166526,1.026570
3,0.166790,0.895642
3,0.167055,0.908953
3,0.167345,0.815839
3,0.167609,0.718165
3,0.167885,0.634671
3,0.168154,1.007677
3,0.168422,0.898754
3,0.168685,1.197902
3,0.168988,1.083805
3,0.169259,1.090013
3,0.169525,2.669109
3,0.169790,3.079122
3,0.170054,2.995083
3,0.170317,2.884207
3,0.170580,4.301072
3,0.170842,4.438736
3,0.171115,5.299582
3,0.171381,5.509598
3,0.171651,6.890976
3,0.171916,6.889097
3,0.172183,6.916564
3,0.172447,6.793047
3,0.172713,6.624585
3,0.173001,7.427142
3,0.173272,7.801295
3,0.173540,7.657349
3,0.173810,7.444134
3,0.174080,8.254227
3,0.174346,8.492918
3,0.174613,10.275718
3,0.174878,10.034666
3,0.175142,10.385588
3,0.175406,11.277670
3,0.175671,11.014166
3,0.175934,10.740699
3,0.176196,12.392437
3,0.176459,12.511069
3,0.176721,12.497304
3,0.177013,12.897579
3,0.177280,13.279914
3,0.177546,14.198955
3,0.177811,13.936192
3,0.178077,13.689629
3,0.178340,13.447137
3,0.178603,14.832516
3,0.178865,16.578774
3,0.179127,16.517661
3,0.179433,16.180549
3,0.179708,17.957219
3,0.179987,17.972795
3,0.180254,18.386558
3,0.180521,17.953441
3,0.180784,20.480763
3,0.181075,21.185458
3,0.181342,23.016531
3,0.181605,23.369537
3,0.181867,23.309671
3,0.182130,24.535092
3,0.182391,24.114538
3,0.182666,23.673913
3,0.182930,24.622443
3,0.183193,24.229302
3,0.183455,24.146363
3,0.183719,26.147622
3,0.183982,28.946211
3,0.184246,28.382082
3,0.184507,28.033387
3,0.184768,27.608552
3,0.185056,27.301473
3,0.185326,27.994291
3,0.185588,28.802542
3,0.185853,28.159394
3,0.186117,30.409224
3,0.186379,30.772981
3,0.186643,32.468413
3,0.186908,32.704694
3,0.187169,32.316654
3,0.187432,31.656745
3,0.187695,31.366779
3,0.187970,30.731024
3,0.188237,29.971084
3,0.188504,31.066868
3,0.188769,30.328560
3,0.189048,31.449294
3,0.189322,31.338029
3,0.189588,32.728371
3,0.189850,33.971130
3,0.190114,36.402202
3,0.190387,36.856721
3,0.190657,37.274340
3,0.190925,38.006692
3,0.191191,37.079017
3,0.191456,36.073868
3,0.191722,35.509807
3,0.192077,37.072338
3,0.192355,40.200949
3,0.192622,39.447974
3,0.192899,39.591124
3,0.193177,39.215966
3,0.193441,38.628028
3,0.193706,37.466763
3,0.193969,36.355457
3,0.194233,35.760827
3,0.194494,37.723260
3,0.194759,38.189700
3,0.195022,36.933551
3,0.195286,36.133252
3,0.195549,34.820210
3,0.195814,33.685920
3,0.196076,33.862898
3,0.196352,33.592556
3,0.196617,33.848661
3,0.196914,32.434338
3,0.197191,31.259651
3,0.197456,30.106058
3,0.197719,28.600295
3,0.197984,28.589033
3,0.198249,28.364572
3,0.198512,27.550062
3,0.198776,29.134920
3,0.199038,29.822364
3,0.199297,29.504426
3,0.199561,29.898715
3,0.199823,31.053774
3,0.200087,31.927456
3,0.200350,30.241060
3,0.200613,30.235112
3,0.200874,28.454036
3,0.201163,30.098009
3,0.201607,28.269605
3,0.202150,27.964571
3,0.202686,27.670431
3,0.203226,25.813419
3,0.203765,26.254228
3,0.204306,25.511825
3,0.204848,25.418742
3,0.205367,23.905893
3,0.205793,21.968448
3,0.206291,21.716705
3,0.206736,20.706841
3,0.207221,19.572768
3,0.207682,20.208509
3,0.208120,18.567802
3,0.208564,18.008609
3,0.209004,15.960809
3,0.209415,14.095336
3,0.209878,12.513179
3,0.210400,11.582014
3,0.210933,11.290711
3,0.211463,9.675877
3,0.211994,7.852045
3,0.212523,5.489810
3,0.212836,3.107017
3,0.213145,0.980980
3,0.213421,-1.387637
3,0.213694,-3.845496
3,0.214080,-4.440597
3,0.214583,-6.940600
3,0.215092,-6.940600
4,0.215552,0.000000
4,0.216300,-0.559687
4,0.216756,-0.947564
4,0.217268,-1.396492
4,0.217713,-1.766968
4,0.218191,-1.791650
4,0.218649,-1.874029
4,0.219096,-1.733305
4,0.219547,-0.909438
4,0.220044,-0.755236
4,0.220551,-0.190973
4,0.221066,0.064243
4,0.221569,0.453127
4,0.222088,0.704383
4,0.222405,1.172859
4,0.222686,1.143455
4,0.223103,0.785146
4,0.223612,0.995408
4,0.224116,1.416949
4,0.224618,1.219333
4,0.225133,1.413818
4,0.225636,1.552658
4,0.226168,1.074949
4,0.226593,1.006828
4,0.226888,0.992950
4,0.227170,1.543194
4,0.227648,1.521433
4,0.228154,1.506289
4,0.228660,0.886961
4,0.229185,0.960673
4,0.229697,0.905786
4,0.230199,0.685541
4,0.230703,1.103811
4,0.231178,2.117211
4,0.231591,2.103422
4,0.232060,3.736807
4,0.232501,4.399292
4,0.232988,4.621406
4,0.233451,4.830701
4,0.233900,4.806788
4,0.234367,4.767823
4,0.234868,4.495475
4,0.235371,4.072123
4,0.235871,3.690804
4,0.236372,3.660281
4,0.236878,3.398213
4,0.237214,3.115029
4,0.237495,3.481281
4,0.237940,3.873276
4,0.238444,3.882353
4,0.238958,3.840611
4,0.239464,3.730799
4,0.239969,4.506904
4,0.240429,5.111655
4,0.240848,4.879758
4,0.241363,4.620538
4,0.241808,5.857016
4,0.242296,6.793027
4,0.242752,6.754854
4,0.243191,6.693310
4,0.243636,7.117668
4,0.244081,7.305646
4,0.244575,7.626713
4,0.245093,7.651392
4,0.245592,9.087498
4,0.246091,9.104974
4,0.246596,9.253194
4,0.246945,9.815777
4,0.247232,11.292645
4,0.247543,11.374035
4,0.247831,11.673232
4,0.248199,12.196048
4,0.248709,12.506418
4,0.249231,12.359018
4,0.249733,12.180312
4,0.250234,12.175788
4,0.250724,13.586743
4,0.251219,13.428036
4,0.251714,13.271885
4,0.252116,13.930962
4,0.252526,15.229805
4,0.252954,15.202195
4,0.253396,15.090337
4,0.253806,15.100412
4,0.254240,15.944528
4,0.254644,15.791299
4,0.255049,17.561404
4,0.255436,17.403305
4,0.255815,17.421371
4,0.256193,17.283758
4,0.256593,17.449725
4,0.257021,18.515137
4,0.257432,19.547446
4,0.257815,20.571049
4,0.258252,20.367402
4,0.258658,21.449260
4,0.259079,21.374906
4,0.259496,21.652432
4,0.259905,21.442580
4,0.260328,21.772596
4,0.260732,24.632865
4,0.261163,25.602136
4,0.261565,25.742601
4,0.261989,25.543072
4,0.262411,25.275820
4,0.262838,24.998463
4,0.263246,25.970984
4,0.263679,26.068407
4,0.264080,25.766415
4,0.264378,25.673604
4,0.264654,25.877476
4,0.264948,25.546060
4,0.265223,26.813309
4,0.265496,26.850058
4,0.265764,26.488856
4,0.266033,26.653153
4,0.266299,28.156087
4,0.266569,27.765617
4,0.266839,28.339155
4,0.267108,28.378256
4,0.267375,28.194187
4,0.267642,28.499328
4,0.267906,30.372607
4,0.268171,29.919141
4,0.268481,29.557125
4,0.268753,31.804601
4,0.269041,31.316794
4,0.269312,32.082078
4,0.269624,34.091808
4,0.269900,33.962453
4,0.270168,33.429109
4,0.270433,34.587833
4,0.270700,35.667435
4,0.270963,35.215623
4,0.271228,36.247390
4,0.271491,36.598474
4,0.271754,36.848529
4,0.272016,36.995401
4,0.272279,37.450767
4,0.272542,37.598747
4,0.272804,37.221954
4,0.273091,36.547786
4,0.273376,37.310943
4,0.273646,37.517764
4,0.273913,36.795569
4,0.274177,36.316348
4,0.274441,37.213746
4,0.274704,36.873654
4,0.274966,37.105678
4,0.275228,36.693478
4,0.275490,36.118198
4,0.275753,35.256056
4,0.276014,35.099200
4,0.276276,34.355361
4,0.276538,35.345870
4,0.276801,35.808031
4,0.277107,38.565251
4,0.277378,38.146306
4,0.277643,38.004068
4,0.277908,37.359348
4,0.278171,37.679828
4,0.278436,37.500337
4,0.278700,38.531366
4,0.278962,37.635127
4,0.279225,37.628433
4,0.279522,37.741579
4,0.279792,36.604957
4,0.280058,36.201119
4,0.280324,35.630828
4,0.280652,34.406150
4,0.280947,36.050988
4,0.281216,35.622767
4,0.281496,34.819282
4,0.281762,33.783525
4,0.282028,32.611650
4,0.282297,32.175108
4,0.282563,33.345672
4,0.282826,31.987336
4,0.283091,30.994511
4,0.283355,31.638590
4,0.283620,31.543848
4,0.283900,33.143080
4,0.284173,32.378509
4,0.284441,31.121646
4,0.284707,29.819846
4,0.284994,29.065759
4,0.285263,28.635872
4,0.285528,28.744208
4,0.285792,27.522459
4,0.286055,27.105937
4,0.286317,25.531536
4,0.286579,24.357725
4,0.286865,23.142980
4,0.287128,22.602468
4,0.287389,20.878948
4,0.287650,20.239195
4,0.287913,19.911105
4,0.288174,22.054653
4,0.288439,21.017524
4,0.288701,20.961667
4,0.288990,21.987768
4,0.289372,23.763399
4,0.289710,22.391832
4,0.289984,21.808500
4,0.290257,21.861238
4,0.290622,20.680744
4,0.291019,19.353209
4,0.291423,20.491956
4,0.291815,20.390807
4,0.292315,18.237381
4,0.292652,16.059554
4,0.292956,18.981559
4,0.293327,17.132031
4,0.293615,15.036441
4,0.293885,13.899754
4,0.294154,12.890271
4,0.294421,14.006871
4,0.294690,11.676453
4,0.294952,10.334776
4,0.295217,10.162931
4,0.295480,9.065698
4,0.295743,9.273144
4,0.296010,7.069582
4,0.296275,5.103526
4,0.296538,5.103526
5,0.296778,0.000000
5,0.297231,-0.137219
5,0.297551,-0.248203
5,0.297827,-0.139973
5,0.298097,-0.692444
5,0.298364,-1.142215
5,0.298633,-1.701679
5,0.298898,-2.084903
5,0.299162,-2.443147
5,0.299428,-3.255954
5,0.299693,-3.266991
5,0.299968,-3.330102
5,0.300236,-2.965633
5,0.300508,-2.977514
5,0.300776,-2.992430
5,0.301070,-2.743752
5,0.301340,-3.035675
5,0.301608,-2.977130
5,0.301875,-2.455390
5,0.302143,-2.307239
5,0.302415,-2.322104
5,0.302682,-0.976249
5,0.302951,-0.992256
5,0.303216,-1.109293
5,0.303479,-0.773585
5,0.303744,-1.204517
5,0.304008,-1.316707
5,0.304270,-0.826026
5,0.304534,-0.588702
5,0.304799,-0.867011
5,0.305093,-1.017653
5,0.305360,-0.559419
5,0.305623,-0.606146
5,0.305903,-0.756257
5,0.306170,-0.156010
5,0.306435,-0.031659
5,0.306699,-0.093246
5,0.306962,0.329459
5,0.307226,0.200728
5,0.307489,1.342160
5,0.307760,1.320539
5,0.308025,1.745586
5,0.308288,2.242865
5,0.308562,2.222132
5,0.308827,2.481017
5,0.309114,2.370178
5,0.309378,2.153106
5,0.309650,2.954750
5,0.309934,3.672766
5,0.310226,3.588307
5,0.310492,5.026199
5,0.310759,5.147770
5,0.311024,5.046168
5,0.311288,4.640056
5,0.311551,5.620948
5,0.311815,5.706294
5,0.312077,6.464470
5,0.312339,7.471732
5,0.312601,8.269552
5,0.312863,8.196615
5,0.313158,7.976646
5,0.313421,9.733444
5,0.313684,9.623828
5,0.314061,10.488489
5,0.314340,10.347973
5,0.314607,11.053353
5,0.314870,11.818581
5,0.315135,11.727017
5,0.315396,11.624581
5,0.315660,11.520886
5,0.315964,11.457319
5,0.316294,11.653554
5,0.316570,12.652192
5,0.316838,12.941343
5,0.317144,12.962879
5,0.317414,12.874276
5,0.317684,13.033669
5,0.317950,12.956978
5,0.318214,12.825929
5,0.318492,14.122872
5,0.318764,16.577856
5,0.319032,16.632595
5,0.319300,17.516546
5,0.319568,18.771315
5,0.319855,18.736633
5,0.320125,18.742020
5,0.320390,18.605975
5,0.320654,19.352217
5,0.320939,19.170878
5,0.321207,19.286304
5,0.321471,19.847913
5,0.321734,22.024123
5,0.321998,22.166640
5,0.322261,22.288010
5,0.322524,22.421909
5,0.322785,22.878093
5,0.323047,22.676967
5,0.323308,22.666823
5,0.323569,23.811929
5,0.323830,24.115294
5,0.324090,25.352570
5,0.324352,25.438451
5,0.324627,26.039874
5,0.324909,27.515323
5,0.325182,28.776514
5,0.325472,28.496361
5,0.325740,30.713509
5,0.326007,31.310235
5,0.326304,31.463419
5,0.326573,31.162160
5,0.326838,30.849860
5,0.327100,30.669193
5,0.327363,30.696670
5,0.327626,30.413768
5,0.327889,30.455250
5,0.328150,30.947773
5,0.328413,32.020122
5,0.328674,31.867603
5,0.328954,33.477124
5,0.329246,33.726765
5,0.329576,33.976977
5,0.329987,34.839299
5,0.330293,34.741259
5,0.330649,35.179213
5,0.330924,35.282510
5,0.331191,36.072405
5,0.331483,35.661247
5,0.331756,35.192058
5,0.332021,35.503016
5,0.332284,37.970249
5,0.332548,38.412117
5,0.332810,39.899152
5,0.333097,40.371363
5,0.333361,42.058371
5,0.333633,42.263089
5,0.333898,42.451135
5,0.334180,44.503439
5,0.334447,44.388180
5,0.334713,44.744639
5,0.334978,44.161633
5,0.335244,44.716042
5,0.335505,45.664575
5,0.335771,45.972457
5,0.336036,47.006718
5,0.336302,47.118587
5,0.336567,46.776718
5,0.336832,46.161473
5,0.337117,45.742327
5,0.337381,46.554371
5,0.337644,46.406763
5,0.337907,45.661255
5,0.338170,45.008780
5,0.338433,45.968856
5,0.338694,45.212136
5,0.338976,45.076272
5,0.339240,44.739045
5,0.339502,47.134808
5,0.339763,47.584141
5,0.340023,47.869988
5,0.340286,47.749797
5,0.340547,48.148557
5,0.340809,48.391214
5,0.341099,49.625340
5,0.341363,48.890458
5,0.341626,48.384192
5,0.341903,49.911422
5,0.342168,50.116741
5,0.342430,50.872214
5,0.342691,52.098973
5,0.342955,52.211251
5,0.343217,51.247338
5,0.343479,53.090352
5,0.343739,53.842855
5,0.344001,55.890056
5,0.344260,55.431464
5,0.344522,55.717677
5,0.344781,56.088908
5,0.345065,55.576055
5,0.345327,56.191243
5,0.345592,56.601686
5,0.345852,55.650707
5,0.346116,56.311263
5,0.346379,56.250982
5,0.346640,55.544118
5,0.346901,54.452439
5,0.347179,53.602720
5,0.347442,52.969957
5,0.347715,51.809763
5,0.347979,50.330508
5,0.348241,50.452423
5,0.348502,51.618025
5,0.348764,50.111879
5,0.349054,50.940128
5,0.349320,52.534757
5,0.349583,52.420864
5,0.349846,53.197780
5,0.350107,51.659943
5,0.350380,50.415758
5,0.350645,50.443489
5,0.350911,48.726055
5,0.351177,47.022810
5,0.351442,45.337143
5,0.351707,45.312470
5,0.351974,43.516043
5,0.352253,44.222731
5,0.352556,42.347443
5,0.353019,41.032616
5,0.353452,40.740171
5,0.353894,38.854729
